hotel_id,room_id,name,amenities
B-74629,RB-94203,Run of House,
B-29999,RB-71100,"Imperial Suite, 1 Bedroom, Highfloor",
B-91941,RB-57901,"Executive Suite, King",
B-41052,RB-25441,"Premier, 2 Single, Pool View",Turndown service|Electric kettle|Soundproofed rooms|In-room childcare (surcharge)|In-room climate control (air conditioning)|Blackout drapes/curtains|Minibar|Wardrobe or closet|Coffee/tea maker|WiFi (surcharge)|Minibar|Daily housekeeping|Wardrobe or closet|Designer toiletries|Coffee/tea maker|iPod docking station|WiFi (surcharge)|Dial-up Internet access (surcharge)|Daily housekeeping|Wired internet access (surcharge)|Designer toiletries|Towels provided|iPod docking station|Dial-up Internet access (surcharge)|Wired internet access (surcharge)|Towels provided|Television|Desk chair|Smoking and Non-Smoking|Turndown service|Premium bedding|Electric kettle|Soundproofed rooms|In-room childcare (surcharge)|In-room climate control (air conditioning)|Blackout drapes/curtains|Premium TV channels|Bedsheets provided|Connecting/adjoining rooms available|Shower only|Premium TV channels|DVD player|Bedsheets provided|TV size measurement: inch|Connecting/adjoining rooms available|Slippers|Shower only|Bathrobes|Egyptian-cotton sheets|Free toiletries|DVD player|Hair dryer|TV size measurement: inch|Slippers|Private bathroom|Bathrobes|TV size: 36|Iron/ironing board|Rainfall showerhead|In-room safe|Free toiletries|Room service (24 hours)|Hair dryer|LCD TV|TV size: 36|Cable TV service|Iron/ironing board|Free bottled water|Rainfall showerhead|Free newspaper|In-room safe|Fireplace|Room service (24 hours)|LCD TV|Cable TV service|Free bottled water|Free newspaper|Television|Smoking and Non-Smoking
B-69283,RB-04378,"Superior, Single",
B-34942,RB-11401,"Club, Double or Twin",
B-03335,RB-27899,"Presidential, King",Safe|Private bath or shower|Body soap|Wheelchair|Common seating area|TV|Towels|Toilet with grab rails|Toilet paper|Free WiFi|Restaurant|Newspaper|Desk|Minibar|Ironing service|Duvet|Work Desk|laptop friendly workspace|Room service|Toiletries|Mirror|Disabled access|Air conditioning|Kitchenette|Wardrobe/closet|Carpeted|Flat-screen TV|Water bottle|Blackout curtains|Slippers|Soundproof|Shower|Fire safety|Shampoo|Private bathroom|Hairdryer|Telephone|Satellite channels|Smoking policy – non-smoking available|Adjoining rooms|Dining area|Dental kit|Housekeeping - daily|Cable channels|Coffee machine
B-67498,RB-21570,Club,Attached washroom|Blanket|Water bottle|Ironing facilities|Attached washroom|Blanket|Water bottle|Ironing facilities
B-55016,RB-67564,"Zuri Junior Suite, King, Transfer Included",Free cribs/infant beds|Free bottled water|Separate bedroom|Free newspaper|Television|Smoking and Non-Smoking|Premium bedding|Grab bar - near toilet|Free cribs/infant beds|Separate bedroom|Electric kettle|Satellite TV service|Iron/ironing board (on request)|Soundproofed rooms|Separate dining area|Laptop-friendly workspace|Executive level room|In-room climate control (air conditioning)|Separate bathtub and shower|Separate dining area|Minibar|Executive level room|Wardrobe or closet|Separate bathtub and shower|Free wired internet|Minibar|Coffee/tea maker|Daily housekeeping|Free WiFi|Hypo-allergenic bedding available|Television|Smoking and Non-Smoking|Premium bedding|Grab bar - near toilet|Electric kettle|Satellite TV service|Iron/ironing board (on request)|Soundproofed rooms|Laptop-friendly workspace|In-room climate control (air conditioning)|Wardrobe or closet|Free wired internet|Coffee/tea maker|Daily housekeeping|Phone|Free WiFi|In-room safe (laptop compatible)|Hypo-allergenic bedding available|Desk|Phone|Towels provided|In-room safe (laptop compatible)|Premium TV channels|Desk|Bedsheets provided|Towels provided|Raised toilet seat|Connecting/adjoining rooms available|Low-height counters/sink|TV size measurement: inch|Premium TV channels|Bedsheets provided|Raised toilet seat|Connecting/adjoining rooms available|Slippers|Low-height counters/sink|Private bathroom|TV size measurement: inch|Bathrobes|Slippers|Free toiletries|Private bathroom|Wheelchair accessible|Bathrobes|Hair dryer|Free toiletries|Rollaway/extra beds (free)|TV size: 32|Cable/satellite TV service|Room service (24 hours)|Wheelchair accessible|Hair dryer|Rollaway/extra beds (free)|TV size: 32|Alarm clock|Cable/satellite TV service|LCD TV|Room service (24 hours)|Free bottled water|Alarm clock|Free newspaper|LCD TV
B-38845,RB-23315,Run of House,
B-65054,RB-71502,2 Twin Room,"Closed captioned TV|Electric kettle|Transfer shower|Doorbell/telephone notification|Visual fire alarm|Lever door handles|DVD player|Slippers|Visual doorbell/knocker notification|Wheelchair-accessible bathroom vanity|Cable/satellite TV service|Window screens|Alarm clock|In-room climate control (air conditioning)|Cable TV service|Portable bathtub seat|Blackout drapes/curtains|Bidet|Access via exterior corridors|Desk|Electric kettle|Raised toilet seat height (inches) - 36|Wheelchair-accessible bathroom vanity|Raised toilet seat height (centimeters) - 91|Window screens|In-room climate control (air conditioning)|Portable bathtub seat|Blackout drapes/curtains|Bidet|Access via exterior corridors|Desk|Raised toilet seat height (inches) - 36|Free newspaper|Doorway wheelchair width (inches) - 240|Magnifying mirror|Wheelchair-width doorways|Non-Smoking|Doorway wheelchair width (centimeters) - 610|Television|Telephone accessibility kit|Champagne service|Accessible vanity height (inches) - 48|Height-adjustable showerhead|Accessible vanity height (centimeters) - 122|Turndown service|Hand-held showerhead|Grab bar - near toilet|Local maps|Soundproofed rooms|Premium bedding|Change of bed sheets (on request)|Closed captioned TV|Raised toilet seat height (centimeters) - 91|Premium TV channels|Toilet grab bar height (inches) - 48|Energy-saving switches|Bathroom emergency pull cord|Bathtub grab bar height (centimeters) - 366|Recycling|Toilet grab bar height (centimeters) - 122|Accessible bathtub|Connecting/adjoining rooms available|Grab bar - in bathtub|Laptop-friendly workspace|Refrigerator|Wardrobe or closet|Coffee/tea maker|WiFi (surcharge)|Daily housekeeping|Change of towels (on request)|Phone|Restaurant dining guide|Bathtub grab bar height (inches) - 144|Transfer shower|Doorbell/telephone notification|Visual fire alarm|Lever door handles|DVD player|Slippers|Visual doorbell/knocker notification|Cable/satellite TV service|Alarm clock|Towels provided|Bedsheets provided|Minibar (stocked, some free items)|Lowered electrical outlets in bathroom|Raised toilet seat|Lowered peephole/view port in door|Lowered locks/deadbolt|Shower/tub combination|Private bathroom|Bathrobes|Cable TV service|Free newspaper|Magnifying mirror|Non-Smoking|Television|Champagne service|Height-adjustable showerhead|Turndown service|Grab bar - near toilet|Soundproofed rooms|Free toiletries|Hair dryer|Iron/ironing board|Housekeeping on request|In-room safe|Deep soaking bathtub|Room service (24 hours)|Free bottled water|Change of bed sheets (on request)|Grab bar - in bathtub|Laptop-friendly workspace|Refrigerator|Wardrobe or closet|Coffee/tea maker|WiFi (surcharge)|Daily housekeeping|Change of towels (on request)|Phone|Restaurant dining guide|Towels provided|Bedsheets provided|Minibar (stocked, some free items)|Lowered electrical outlets in bathroom|Raised toilet seat|Lowered peephole/view port in door|Lowered locks/deadbolt|Shower/tub combination|Private bathroom|Bathrobes|Free toiletries|Hair dryer|Iron/ironing board|Housekeeping on request|In-room safe|Deep soaking bathtub|Room service (24 hours)|Free bottled water|Doorway wheelchair width (inches) - 240|Premium TV channels|Toilet grab bar height (inches) - 48|Energy-saving switches|Bathroom emergency pull cord|Bathtub grab bar height (centimeters) - 366|Recycling|Toilet grab bar height (centimeters) - 122|Wheelchair-width doorways|Accessible bathtub|Doorway wheelchair width (centimeters) - 610|Connecting/adjoining rooms available|Telephone accessibility kit|Bathtub grab bar height (inches) - 144|Accessible vanity height (inches) - 48|Accessible vanity height (centimeters) - 122|Hand-held showerhead|Local maps|Premium bedding"
B-74367,RB-24248,"Premium, Single",
B-13194,RB-16728,Run of House,
B-88573,RB-33341,Run of House,
B-21617,RB-02452,Run of House,
B-84614,RB-53686,Queen Room,Separate dining area|Refrigerator|Free cribs/infant beds|Minibar|Wardrobe or closet|Coffee/tea maker|Memory foam mattress|Daily housekeeping|Change of towels (on request)|Phone|Towels provided|Eco-friendly cleaning products provided|Bedsheets provided|Recycling|Lowered locks/deadbolt|LED light bulbs|Connecting/adjoining rooms available|Shower only|Slippers|Wheelchair accessible|Air conditioning|Cable/satellite TV service|Separate sitting area|Wheelchair-width doorways|Digital TV service|Premium bedding|Electric kettle|Pet-friendly room|Blackout drapes/curtains|Desk|Premium TV channels|Energy-saving switches|Eco-friendly toiletries|Free newspaper|Magnifying mirror|Hardwood flooring in room|Low-height bed|Desk chair|Smoking and Non-Smoking|Grab bar - near toilet|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Grab bar - in shower|Separate dining area|Refrigerator|Minibar|Wardrobe or closet|Coffee/tea maker|Memory foam mattress|Daily housekeeping|Change of towels (on request)|Phone|Towels provided|Bedsheets provided|Lowered locks/deadbolt|Low-height counters/sink|Low-height desk|Private bathroom|Free toiletries|Hair dryer|Iron/ironing board|In-room safe|Room service (24 hours)|LCD TV|Free bottled water|Free cribs/infant beds|AirConditioning|Television|Internet|Wheelchair-width doorways|Digital TV service|Premium bedding|Electric kettle|Pet-friendly room|Blackout drapes/curtains|Desk|Premium TV channels|Energy-saving switches|Eco-friendly toiletries|Eco-friendly cleaning products provided|Recycling|LED light bulbs|Connecting/adjoining rooms available|Shower only|Slippers|Wheelchair accessible|Air conditioning|Cable/satellite TV service|Separate sitting area|Free newspaper|Magnifying mirror|Hardwood flooring in room|Low-height counters/sink|Low-height desk|Private bathroom|Free toiletries|Hair dryer|Iron/ironing board|In-room safe|Low-height bed|Room service (24 hours)|Desk chair|LCD TV|Smoking and Non-Smoking|Free bottled water|Grab bar - near toilet|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Grab bar - in shower
B-95188,RB-90742,Run of House,
B-57803,RB-55699,Luxury Suite,Conditioner|Desk|Fan|Ironing facilities|Shampoo|Shower|Sofa|Towels|TV|Air conditioning|Conditioner|Desk|Fan|Ironing facilities|Shampoo|Shower|Sofa|Towels|TV|Air conditioning
B-09377,RB-91537,"Standard Room, 2 Twin Room, City View",
B-66831,RB-40358,"Deluxe Superior, Double",CLEANING PRODUCTS|DESK/WORKSPACE|KETTLE|MINI BAR|SHAMPOO|SLIPPERS|TOILET PAPER|AIR CONDITIONING|ALARM CLOCK|CLEANING PRODUCTS|DESK/WORKSPACE|KETTLE|MINI BAR|SHAMPOO|SLIPPERS|TOILET PAPER|AIR CONDITIONING|ALARM CLOCK
B-13467,RB-10325,Run of House,
B-79962,RB-47716,"Executive, Queen",Air conditioning|Attached washroom|Blanket|Room service|TV|Toiletries|Water bottle|WiFi access|Charging points|Air conditioning|Attached washroom|Blanket|Room service|TV|Toiletries|Water bottle|WiFi access|Charging points|Housekeeping|Housekeeping|Towels|Towels
B-46562,RB-33251,Run of House,
B-42314,RB-20346,Club,Air conditioning|Water bottle|Sanitizers|Ironing facilities|Wardrobe/closet|Dental kit|Shower|Room service|Fan|Toiletries|Iron|Air purifier|Telephone|Conditioner|Attached washroom|Air conditioning|Desk|Mirror|Trash can|Housekeeping|Laundry|WiFi access|Charging points|TV|Blanket|Clothes rack|Water bottle|Sanitizers|Ironing facilities|Wardrobe/closet|Dental kit|Desk|Mirror|Trash can|Housekeeping|Laundry|WiFi access|Charging points|TV|Blanket|Clothes rack|Shower|Room service|Fan|Toiletries|Iron|Air purifier|Telephone|Conditioner|Attached washroom
B-16536,RB-41290,Run of House,
B-06540,RB-20208,"Family Suite, 2 Bedroom",
B-76918,RB-16876,"1 Bed Room, Single Use",
B-36792,RB-38955,"Business, King, Landmark View",
B-48935,RB-91910,"Standard, Double",Conditioner|Fan|Ironing facilities|Shampoo|Shower|Towels|TV|Charging points|Fridge|Air conditioning|Conditioner|Fan|Ironing facilities|Shampoo|Shower|Towels|TV|Charging points|Fridge|Air conditioning
B-44152,RB-60628,Deluxe,Attached washroom|Blanket|Fan|TV|Toiletries|Water bottle|WiFi access|Charging points|Clothes rack|Attached washroom|Blanket|Fan|TV|Toiletries|Water bottle|WiFi access|Charging points|Clothes rack|Mirror|Mirror|Towels|Towels
B-23652,RB-78511,"Deluxe, Single Use",
B-42357,RB-60976,Run of House,
B-21871,RB-20751,"Suite, 1 Bedroom",Microwave|Minibar|Housekeeping - daily|Desk|Interconnecting room(s) available|Separate dining area|Sofa|Wardrobe/closet|Dressing room|Ironing facilities|Adapter|Washing machine|Air conditioning|Safe|Alarm clock|Charging points|Blackout curtains|Trash can|Linens|Attached washroom|Slippers|Fridge|Soundproof|Tea/coffee maker|Dishwasher|Water bottle|Additional bathroom|Bathroom phone|Hairdryer|Mirror|Private bathroom|Toiletries|Towels|Free WiFi|Satellite channels|Telephone|Electric kettle|Kitchenware
B-59858,RB-54819,Standard Room,
B-94366,RB-97850,"Club, Single Use",
B-53893,RB-36300,Standard Room,Fan|TV|Mirror|Flat-screen TV|Accessible by elevator|Air conditioning|Minibar|Room service|Shower|Hangers|Hangers|Housekeeping|Housekeeping|Cushions|Cushions|Toilet paper|Toilet paper|Towels|Towels|Linens|Linens|Charging points|Charging points|Ironing facilities|Ironing facilities|Trash can|Trash can|Wardrobe/closet|Attached washroom|Fan|TV|Mirror|Flat-screen TV|Accessible by elevator|Air conditioning|Minibar|Room service|Shower|Wardrobe/closet|Dental kit|Dental kit|Attached washroom
B-81188,RB-45766,Run of House,
B-51286,RB-99827,Run of House,
B-67542,RB-37138,"Suite, 1 Bedroom, Club Lounge Access",Mirror|Tea/coffee maker|Water bottle|Alarm clock|Air conditioning|Slippers|Bathtub or shower|Private bathroom|Minibar|Hairdryer|Slippers|Geyser|Bathtub or shower|Cable channels|Private bathroom|Minibar|Hairdryer|Geyser|Cable channels|Duvet|Safe|Laundry|Duvet|Safe|Laundry|Feather pillow|Streaming services|Mirror|Tea/coffee maker|Water bottle|Alarm clock|Air conditioning|Feather pillow|Streaming services
B-32780,RB-35915,"Club, Double or Twin",
B-46309,RB-12626,Run of House,
B-19271,RB-42238,Luxury,
B-05297,RB-67951,Run of House,
B-80929,RB-08097,"Superior, King",
B-18084,RB-43552,"Executive Studio, Double or King",
B-50606,RB-51995,"Standard, Double, Balcony",
B-28455,RB-72804,Deluxe,Charging points|Housekeeping|Iron|Mirror|Socket near the bed|Sofa bed|Trash can|Cushions|Body soap|Dental kit|Toiletries|Dustbin|Water bottle|Shower cap|WiFi access|Toilet paper|Charging points|Toothbrush|Housekeeping|Towels|Iron|Flat-screen TV|Mirror|Socket near the bed|Sofa bed|Trash can|Accessible by elevator|Air conditioning|Blanket|Desk|Electric kettle|Fan|First aid kit|Laundry|Room service|Soundproof|Linens|Upper floors accessible by elevator|Cushions|Body soap|Dental kit|Dustbin|Shower cap|Toilet paper|Toothbrush|Towels|Flat-screen TV|Linens|Upper floors accessible by elevator|Accessible by elevator|Air conditioning|Blanket|Desk|Electric kettle|Fan|First aid kit|Laundry|Room service|Soundproof|Toiletries|Water bottle|WiFi access
B-29999,RB-10361,Deluxe,Room Size 42 sqm|Living room|Wheelchair-accessible|Wi-fi|Number of bedrooms|Double bed 131-150 width
B-18084,RB-32286,"Deluxe, Double or Twin",
B-20710,RB-85867,Executive Suite,
B-98324,RB-38762,Grand Comfort,TV|Water bottle|WiFi access|Air conditioning|Attached washroom|Blanket|Shower|TV|Water bottle|WiFi access|Air conditioning|Attached washroom|Blanket|Shower
B-41832,RB-41430,Run of House,
B-69376,RB-14442,"2 Twin Room, City View",
B-79365,RB-18107,Run of House,
B-70235,RB-83928,"Club, Single Use",
B-98441,RB-89750,"Standard Room, Room - 2 Queen",Living room|Wheelchair-accessible|Disability-friendly bathroom|Internet access|Bathroom|Cot on demand|Wi-fi|Extra beds on demand|Number of bedrooms|Room Size 32 sqm|Queen-size bed 150-154 width
B-67890,RB-95293,"Double or King Room, Accessible",
B-65054,RB-67792,"2 Twin Room, Garden View, Executive Lounge Access",Lounge
B-60861,RB-16106,"Suite, Twin",
B-79806,RB-17120,"Executive Apartment, Balcony",Free newspaper|Iron/ironing board|Balcony|Change of towels (on request)|Restaurant dining guide|Free newspaper|Towels provided|Balcony|Printer|Non-Smoking|Television|Soap|Housekeeping (surcharge)|Doorbell/telephone notification|Wireless internet access|Toilet paper|Shampoo|Shower only|Satellite TV service|Wireless internet access|Change of bed sheets (on request)|Shampoo|Slippers|Satellite TV service|In-room climate control (air conditioning)|Change of bed sheets (on request)|Private bathroom|Slippers|Refrigerator|In-room climate control (air conditioning)|Daily housekeeping|Free WiFi|Restaurant dining guide|Towels provided|Printer|Non-Smoking|Television|Soap|Housekeeping (surcharge)|Doorbell/telephone notification|Toilet paper|Shower only|Private bathroom|Refrigerator|Iron/ironing board|Daily housekeeping|Change of towels (on request)|Free WiFi
B-14309,RB-35422,"Standard, Double",Trash can|Dental kit
B-23652,RB-60852,"Bangalore, 1 Twin, View",
B-44517,RB-38184,"Deluxe, Triple",
B-03591,RB-90354,"Luxury, King",Attached washroom|Blanket|TV|Trash can|Attached washroom|Blanket|TV|Trash can
B-31061,RB-15525,"Deluxe Suite, Double, Balcony",
B-43926,RB-34127,"Deluxe, Balcony",
B-92818,RB-93261,Suite,
B-00456,RB-63249,"Superior Studio, 1 Bed",
B-56323,RB-20899,Suite,Air conditioning|Attached washroom|Blanket|Desk|Electric kettle|Fan|Shower|Sofa|TV|Air conditioning|Attached washroom|Blanket|Desk|Electric kettle|Fan|Shower|Sofa|TV|Toiletries|Toiletries|WiFi access|WiFi access
B-78918,RB-56343,Luxury Double Room,
B-73256,RB-61188,"Superior, Balcony",
B-97483,RB-54254,"Deluxe, Twin, Garden View",
B-31904,RB-64728,Deluxe Double Room,Air conditioning|Private bathroom|Shower|Towels|TV|Air conditioning|Private bathroom|Shower|Towels|TV
B-15381,RB-27800,Grand Royal Suite,Shower|Slippers|Sofa|Toaster|Towels|TV|Wine glasses|Fridge|Air conditioning|Desk|Dining table|Fan|Feather pillow|Ironing facilities|Kitchen|Kitchenware|Microwave|Oven|Shampoo
B-19475,RB-29833,Deluxe Double Room,Towels provided|Non-Smoking|Soap|Tile flooring in room|Toilet paper|Shampoo|Electric kettle|Iron/ironing board (on request)|TV size measurement: inch|In-room climate control (air conditioning)|Private bathroom|Private bathroom|Wardrobe or closet|Wardrobe or closet|Bathtub or shower|Bathtub or shower|Free toiletries|Free toiletries|Ceiling fan|Ceiling fan|Daily housekeeping|Daily housekeeping|TV size: 32|TV size: 32|Rollaway/extra beds (surcharge)|Rollaway/extra beds (surcharge)|Desk|Flat-panel TV|Towels provided|Non-Smoking|Soap|Tile flooring in room|Toilet paper|Shampoo|Electric kettle|Iron/ironing board (on request)|TV size measurement: inch|In-room climate control (air conditioning)|Desk|Flat-panel TV|Cable TV service|Cable TV service|No cribs (infant beds)|No cribs (infant beds)
B-87580,RB-93266,"Premium, 1 Double",
B-26714,RB-09115,Run of House,
B-17300,RB-62644,"Executive, Double or King",
B-92096,RB-85964,Standard Room,Water bottle|Desk|Electric kettle|Fan|Toiletries|Laundry|Room service|Safe|Shower|Sofa|Shower|TV|Sofa|WiFi access|TV|Clothes rack|WiFi access|Hangers|Clothes rack|Housekeeping|Hangers|Mirror|Housekeeping|Trash can|Mirror|Dental kit|Trash can|Dental kit|Air conditioning|Attached washroom|Water bottle|Desk|Electric kettle|Fan|Toiletries|Laundry|Room service|Safe|Air conditioning|Attached washroom
B-28071,RB-53374,"Deluxe, Queen",Free toiletries|Hair dryer|Rollaway/extra beds (surcharge)|In-room safe|Flat-panel TV|Cable TV service|Free bottled water|Free newspaper|Room service (limited hours)|Daily housekeeping|Free WiFi|Phone|Desk|Towels provided|Shower only|TV size measurement: inch|Private bathroom|Free toiletries|Hair dryer|Non-Smoking|Television|Electric kettle|Iron/ironing board (on request)|Soundproofed rooms|In-room climate control (air conditioning)|Minibar|Wardrobe or closet|Coffee/tea maker|Ceiling fan|Rollaway/extra beds (surcharge)|In-room safe|Flat-panel TV|Cable TV service|Free bottled water|Free newspaper|Room service (limited hours)|Non-Smoking|Television|Electric kettle|Iron/ironing board (on request)|Soundproofed rooms|In-room climate control (air conditioning)|Minibar|Wardrobe or closet|Coffee/tea maker|Ceiling fan|Daily housekeeping|Free WiFi|Desk|Towels provided|Shower only|TV size measurement: inch|Private bathroom
B-70235,RB-59179,"Run Of House, Double",
B-50820,RB-82319,"Family Apartment, Park View","Refrigerator|Free toiletries|Air conditioning|Free WiFi|Kitchen|Cookware, dishware, and utensils|Air conditioning|Free WiFi|Kitchen|Cookware, dishware, and utensils|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Towels provided|Non-Smoking|Shower only|Wireless internet access|Laptop-friendly workspace|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Towels provided|Non-Smoking|Shower only|Wireless internet access|Laptop-friendly workspace|Stovetop|Private bathroom|Refrigerator|Free toiletries|Stovetop|Private bathroom"
B-46667,RB-81840,Run of House,
B-67705,RB-62726,"Deluxe Studio, Double or King, Balcony",
B-70235,RB-66370,Executive Club Double Room,
B-60694,RB-56862,Suite Double Room,Air conditioning|Fridge|Air conditioning|Fridge
B-87076,RB-08690,"Premium, King",
B-53013,RB-31477,Run of House,
B-91941,RB-79918,"Deluxe, Single Use",private-bathroom
B-98328,RB-36042,"Premium, Double or Twin",
B-70252,RB-66222,Run of House,
B-67729,RB-79970,"Economy, 2 Twin",
B-82286,RB-45796,Deluxe,
B-35713,RB-37964,"Premium, Twin, View",
B-90868,RB-20227,Run of House,
B-24285,RB-08137,"Deluxe, No Air Conditioner",
B-70235,RB-81956,"Deluxe, City View",
B-70753,RB-96071,Run of House,
B-42407,RB-05057,Suite Deluxe,
B-57512,RB-80503,Premium Double Room,Fan|Shampoo|Towels|TV|Desk|Charging points|Fridge|Air conditioning|Conditioner|Fan|Shampoo|Towels|TV|Desk|Charging points|Fridge|Air conditioning|Conditioner
B-18084,RB-34384,Studio Double Room,Number of bedrooms|Bathrobes|Wheelchair-accessible|Bathroom|Wi-fi|Room Size 51 sqm|220V power supply|King-size bed 150-183 width
B-56308,RB-11161,Premium,Soap|Toilet paper|Shower only|Shampoo|TV size measurement: inch|Private bathroom|Free toiletries|TV size: 32|Iron/ironing board|Rollaway/extra beds (surcharge)|Desk|In-room safe|No cribs (infant beds)|LCD TV|Towels provided|Cable TV service|Bedsheets provided|Free bottled water|Mini-fridge|Room service (limited hours)|Soap|Toilet paper|Shower only|Shampoo|TV size measurement: inch|Non-Smoking|Tile flooring in room|Electric kettle|Soundproofed rooms|In-room climate control (air conditioning)|Wardrobe or closet|Ceiling fan|Daily housekeeping|Free WiFi|Phone|Private bathroom|Free toiletries|TV size: 32|Iron/ironing board|Rollaway/extra beds (surcharge)|In-room safe|LCD TV|Cable TV service|Free bottled water|Room service (limited hours)|Non-Smoking|Tile flooring in room|Electric kettle|Soundproofed rooms|In-room climate control (air conditioning)|Wardrobe or closet|Ceiling fan|Daily housekeeping|Free WiFi|Desk|No cribs (infant beds)|Towels provided|Bedsheets provided|Mini-fridge
B-00826,RB-53912,"Apartment, 2 Bedroom",Trash can|Work Desk|Dustbin|Toilet paper|Towels|Kitchen|Blackout curtains|Charging points|Closet|Clothes dryer|Clothes rack|Hangers|Housekeeping|Mirror|Sanitizers|Trash can|Air conditioning|Attached washroom|Blanket|Desk|Fan|Sofa|TV|Toiletries|Water bottle|WiFi access|Work Desk|Dustbin|Toilet paper|Towels|Kitchen|Air conditioning|Attached washroom|Blanket|Desk|Fan|Sofa|TV|Toiletries|Water bottle|WiFi access|Blackout curtains|Charging points|Closet|Clothes dryer|Clothes rack|Hangers|Housekeeping|Mirror|Sanitizers
B-55016,RB-26028,Junior Suite,
B-77558,RB-47612,"Superior, King",Toiletries|Ironing facilities|Laundry|Room service|Safe|Shower|TV|WiFi access|Blackout curtains|Charging points|Safe|Clothes rack|Shower|Hangers|TV|Housekeeping|WiFi access|Mirror|Blackout curtains|Wardrobe/closet|Charging points|Cushions|Clothes rack|Hangers|Housekeeping|Mirror|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Electric kettle|Toiletries|Ironing facilities|Laundry|Room service|Non-feather pillow|Body soap|Conditioner|Dental kit|Wardrobe/closet|Geyser|Cushions|Shampoo|Non-feather pillow|Shower cap|Body soap|Toilet with grab rails|Conditioner|Toilet paper|Dental kit|Towels|Geyser|Shampoo|Shower cap|Toilet with grab rails|Flat-screen TV|Satellite channels|Tea/coffee maker|Linens|Toilet paper|Wake up service|Towels|Trash can|Flat-screen TV|Satellite channels|Tea/coffee maker|Linens|Wake up service|Trash can|Air conditioning|Attached washroom|Blanket|Water bottle|Desk|Electric kettle
B-47738,RB-49102,"Deluxe, Twin, City View",
B-90289,RB-10311,"Junior Suite, Balcony/Terrace",
B-67542,RB-29799,Suite Premier,
B-67488,RB-30715,"Deluxe, Triple",Air conditioning|WiFi access|Attached washroom|Blanket|Shower|Water bottle|WiFi access|Air conditioning|Attached washroom|Blanket|Shower|Water bottle
B-43300,RB-07218,Single Room,
B-60425,RB-82349,Run of House,
B-44799,RB-72591,"Economy, Single",Fan|Private bathroom|Shampoo|Towels|TV|Desk|Fridge|Air conditioning|Conditioner|Fan|Private bathroom|Shampoo|Towels|TV|Desk|Fridge|Air conditioning|Conditioner
B-68657,RB-69533,"Standard, Double",
B-13443,RB-23289,"Classic, Single",
B-39412,RB-61371,"Twin Room, Balcony",Attached washroom|Blanket|Fan|Attached washroom|Blanket|Fan
B-97483,RB-73239,"Run Of House, Single, Garden View",
B-47078,RB-79449,"Superior, Single Use",
B-33558,RB-43338,Suite Business,
B-19475,RB-12291,"Deluxe, Queen",
B-17889,RB-60996,"Conservatory, Single",Desk|Charging points|Clothes dryer|Trash can|Wardrobe/closet|Dental kit|Fridge
B-21871,RB-29256,"Deluxe, 2 Twin, Kitchenette",Air conditioning|TV|Bathtub or shower|Bathtub|LAN Internet access|Fridge|Desk|In-house movies|Flat-screen TV|Wardrobe/closet|Hairdryer|Ironing facilities|Telephone|Interconnecting room(s) available|Sofa|Satellite channels|Smoking policy – non-smoking available|Minibar|Smoke detector|Microwave|Toiletries|Kitchenette|AirConditioning|Internet|Microwave|Minibar|Refrigerator|SofaBed|Television|Slippers|Tea/coffee maker|Shower|Blackout curtains|Safe
B-29268,RB-07497,"Standard, Single, Lounge Access",Lounge
B-97908,RB-23127,Deluxe,Free WiFi|Phone|Desk|Towels provided|Bedsheets provided|Toothbrush and toothpaste available on request|DVD player|Slippers|Shower/tub combination|Private bathroom|Ceiling fan|Bathrobes|Daily housekeeping|Hair dryer|Free WiFi|Air conditioning|Phone|Cable/satellite TV service|Desk|Rollaway/extra beds (surcharge)|Towels provided|Rainfall showerhead|Bedsheets provided|Toothbrush and toothpaste available on request|DVD player|Slippers|Television|Smoking and Non-Smoking|Premium bedding|Pillow menu|Iron/ironing board (on request)|Laptop-friendly workspace|Room service|Refrigerator|Minibar|Coffee/tea maker|In-room safe|Room service (24 hours)|Free bottled water|Free newspaper|Shower/tub combination|Private bathroom|Bathrobes|Hair dryer|Air conditioning|Cable/satellite TV service|Rollaway/extra beds (surcharge)|Rainfall showerhead|In-room safe|Room service (24 hours)|Free bottled water|Free newspaper|Television|Smoking and Non-Smoking|Premium bedding|Pillow menu|Iron/ironing board (on request)|Laptop-friendly workspace|Room service|Refrigerator|Minibar|Coffee/tea maker|Ceiling fan|Daily housekeeping
B-41052,RB-09998,"Club, Double or Twin",
