hotel_id,room_id,name,amenities
B-22908,RB-90392,"Deluxe, 1 Bed, Single Use",
B-47738,RB-42510,Standard Room,
B-91879,RB-37145,"Classic, City View",Television|Soap|Doorbell/telephone notification|Toilet paper|Shower only|Wireless internet access|Shampoo|Change of bed sheets (on request)|Laptop-friendly workspace|Private bathroom|Shampoo|Daily housekeeping|Change of bed sheets (on request)|Free WiFi|Laptop-friendly workspace|Change of towels (on request)|Private bathroom|Desk|Daily housekeeping|Free WiFi|Change of towels (on request)|Desk|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Towels provided|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Towels provided|Hair dryer (on request)|Non-Smoking|Television|Soap|Doorbell/telephone notification|Toilet paper|Shower only|Wireless internet access|Hair dryer (on request)|Non-Smoking
B-97483,RB-76869,"King Room, Garden View",
B-23784,RB-96001,Deluxe Double Room,Housekeeping|Cushions|Dental kit|Geyser|Hairdryer|Shower cap|Towels|Desk|Trash can|Fridge|Hairdryer|Shower cap|Towels|Desk|Trash can|Fridge|Air conditioning|Attached washroom|Blanket|Toiletries|Air conditioning|Attached washroom|Blanket|Toiletries|Shower|TV|Housekeeping|Cushions|Dental kit|Geyser|Shower|TV
B-29646,RB-99621,"Suite, Double, 1 Bedroom",
B-73256,RB-23019,Executive,Wireless internet access|No cribs (infant beds)|Private bathroom|Room service (limited hours)|Rollaway/extra beds (surcharge)|Phone|No cribs (infant beds)|Room service (limited hours)|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Number of days between towel changes: 2|Daily housekeeping|Air conditioning|Free WiFi|Bedsheets provided|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Bedsheets provided|Non-Smoking|Wireless internet access|Satellite TV service|Private bathroom|Number of days between towel changes: 2|Daily housekeeping|Air conditioning|Free WiFi|Rollaway/extra beds (surcharge)|Non-Smoking
B-40126,RB-62853,Run of House,
B-69501,RB-61942,"Deluxe, King",No rollaway/extra beds|No cribs (infant beds)|Towels provided|Bedsheets provided|Netflix|Soap|Toilet paper|Shower only|Shampoo|Streaming services|Change of towels (on request)|TV size measurement: inch|Kitchenette|Slippers|Phone|Private bathroom|Desk|Hair dryer|No rollaway/extra beds|Air conditioning|No cribs (infant beds)|TV size: 32|Towels provided|Bedsheets provided|Netflix|Soap|Non-Smoking|Digital TV service|Electric kettle|Change of bed sheets (on request)|Laptop-friendly workspace|Smart TV|Wardrobe or closet|Coffee/tea maker|Ceiling fan|Daily housekeeping|Free bottled water|Toilet paper|Shower only|Shampoo|Streaming services|TV size measurement: inch|Slippers|Private bathroom|Hair dryer|Air conditioning|TV size: 32|Free bottled water|Non-Smoking|Digital TV service|Electric kettle|Change of bed sheets (on request)|Laptop-friendly workspace|Smart TV|Wardrobe or closet|Coffee/tea maker|Ceiling fan|Daily housekeeping|Change of towels (on request)|Kitchenette|Desk
B-97483,RB-73655,"Standard Room, Room, Club Lounge Access",Lounge
B-21977,RB-40271,Single Room,
B-60861,RB-68516,Presidential Suite,Free newspaper|Free bottled water|Non-Smoking|Free newspaper|Television|Turndown service|Electric kettle|Pillow menu|Satellite TV service|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|Separate dining area|In-room climate control (air conditioning)|Blackout drapes/curtains|Separate dining area|Minibar|Blackout drapes/curtains|Wardrobe or closet|Minibar|Bathtub or shower|Wardrobe or closet|Coffee/tea maker|Bathtub or shower|Daily housekeeping|Free WiFi|Change of towels (on request)|Bidet|Non-Smoking|Television|Turndown service|Electric kettle|Pillow menu|Satellite TV service|Soundproofed rooms|Change of bed sheets (on request)|Laptop-friendly workspace|In-room climate control (air conditioning)|Coffee/tea maker|Daily housekeeping|Free WiFi|Change of towels (on request)|Hypo-allergenic bedding available|Bidet|Access via exterior corridors|Hypo-allergenic bedding available|Phone|Access via exterior corridors|Desk|Phone|Towels provided|Desk|Eco-friendly cleaning products provided|Towels provided|Bedsheets provided|LED light bulbs|LED TV|Toothbrush and toothpaste available|Eco-friendly cleaning products provided|Bedsheets provided|LED light bulbs|LED TV|TV size measurement: inch|Toothbrush and toothpaste available|Slippers|TV size measurement: inch|Private bathroom|Slippers|Bathrobes|Private bathroom|Free toiletries|Bathrobes|Hair dryer|Free toiletries|TV size: 42|Iron/ironing board|Cable/satellite TV service|Rainfall showerhead|Hair dryer|TV size: 42|Iron/ironing board|Cable/satellite TV service|In-room safe|Rainfall showerhead|Separate sitting area|In-room safe|Room service (24 hours)|Separate sitting area|Free bottled water|Room service (24 hours)
B-26714,RB-16609,"Double Room, Balcony",Accessible by elevator|Air conditioning|Attached washroom|Blackout curtains|Charging points|Accessible by elevator|Air conditioning|Attached washroom|Blackout curtains|Charging points
B-42125,RB-11653,Deluxe,Water bottle|Laundry|WiFi access|Charging points|Clothes rack|Housekeeping|Trash can|Attached washroom|Blanket|Water bottle|Laundry|WiFi access|Charging points|Clothes rack|Housekeeping|Trash can|Attached washroom|Blanket
B-35228,RB-75556,"Executive Suite, 1 Double or 1 King, City View",
B-47852,RB-28113,Run of House,
B-04891,RB-65524,"Premium, 1 Double or 3 Single, City View",
B-06711,RB-97540,"Deluxe, No Air Conditioner",Attached washroom|Blanket|Fan|Attached washroom|Blanket|Fan
B-83132,RB-27704,"Deluxe, 2 Bed, Single Use",
B-70630,RB-00430,"Standard, Queen, Smoking Allowed",
B-00144,RB-30654,Run of House,
B-03335,RB-86213,"Deluxe, 1 Bed",
B-47117,RB-22315,Standard Room,Towels provided|Ceiling fan|Daily housekeeping|Air conditioning|Bedsheets provided|Non-Smoking|Room service (24 hours)|No rollaway/extra beds|Shower only|Towels provided|Ceiling fan|Daily housekeeping|Air conditioning|Bedsheets provided|Non-Smoking|Room service (24 hours)|No rollaway/extra beds|Shower only|No cribs (infant beds)|No cribs (infant beds)|Toothbrush and toothpaste not available|Toothbrush and toothpaste not available
B-33570,RB-70636,"Club, City View, Balcony",Daily housekeeping|Free WiFi|Change of towels (on request)|Balcony|WiFi speed - 50+ Mbps|Restaurant dining guide|Towels provided|Soap|Doorbell/telephone notification|Toilet paper|Free WiFi|Shower only|Change of towels (on request)|Wireless internet access|Balcony|Visual fire alarm|WiFi speed - 50+ Mbps|Shampoo|Restaurant dining guide|Lever door handles|Towels provided|Braille signage|Soap|Doorbell/telephone notification|Toilet paper|Shower only|Non-Smoking|Height-adjustable showerhead|Local maps|Turndown service|Chef|Soundproofed rooms|Change of bed sheets (on request)|Window screens|Blackout drapes/curtains|Daily housekeeping|Slippers|Visual doorbell/knocker notification|Private bathroom|Wheelchair accessible|Wireless internet access|Hair dryer|Visual fire alarm|Air conditioning|Shampoo|Iron/ironing board|Lever door handles|In-room safe|Braille signage|Separate sitting area|Slippers|Meal delivery service available|Visual doorbell/knocker notification|Private bathroom|Wheelchair accessible|Hair dryer|Air conditioning|Iron/ironing board|In-room safe|Separate sitting area|Meal delivery service available|Non-Smoking|Height-adjustable showerhead|Local maps|Turndown service|Chef|Soundproofed rooms|Change of bed sheets (on request)|Window screens|Blackout drapes/curtains
B-75183,RB-67939,Run of House,
B-43103,RB-15998,Apartment 2 Room,
B-29825,RB-05950,Run of House,
B-78617,RB-66127,Run of House,
B-70630,RB-22709,"Queen Room, City View",
B-48371,RB-01679,"Executive Deluxe, Twin",
B-11614,RB-96760,Run of House,
B-12449,RB-87953,"Loft Suite, Pool View","Free newspaper|Club level room|LED TV|TV size measurement: inch|Shower/tub combination|Private bathroom|Bathrobes|Free toiletries|Hair dryer|Desk chair|TV size: 42|Smoking and Non-Smoking|Iron/ironing board|Turndown service|Rainfall showerhead|Pillow menu|Soundproofed rooms|Laptop-friendly workspace|Separate dining area|Minibar|Desk|Wardrobe or closet|Soap|Coffee/tea maker|Free WiFi (limited) device count - 4|Connecting/adjoining rooms available|Toilet paper|Shampoo|DVD player|Slippers|Down comforter|Wheelchair accessible|In-room safe|Digital TV service|Full-sized refrigerator/freezer|Premium bedding|Cookware, dishware, and utensils|Chef|Room service (24 hours)|Electric kettle|Microwave|Guidebooks or recommendations|Free bottled water|Pet-friendly room|Cribs/infant beds (surcharge)|In-room childcare (surcharge)|In-room climate control (air conditioning)|Blackout drapes/curtains|Kitchenette|Air conditioning|Rollaway/extra beds (surcharge)|Pay movies|Separate sitting area|Free newspaper|Club level room|Desk chair|Smoking and Non-Smoking|Turndown service|Pillow menu|Soundproofed rooms|Laptop-friendly workspace|Separate dining area|Minibar|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Individually decorated|Free WiFi|Individually furnished|Hypo-allergenic bedding available|Phone|Restaurant dining guide|Towels provided|Highchair|Bedsheets provided|LED TV|TV size measurement: inch|Shower/tub combination|Private bathroom|Bathrobes|Free toiletries|Hair dryer|TV size: 42|Iron/ironing board|Rainfall showerhead|In-room safe|Full-sized refrigerator/freezer|Cookware, dishware, and utensils|Room service (24 hours)|Microwave|Free bottled water|Cribs/infant beds (surcharge)|Internet|Digital TV service|Premium bedding|Chef|Electric kettle|Guidebooks or recommendations|Pet-friendly room|In-room childcare (surcharge)|In-room climate control (air conditioning)|Blackout drapes/curtains|Kitchenette|Desk|Soap|Free WiFi (limited) device count - 4|Connecting/adjoining rooms available|Toilet paper|Shampoo|Daily housekeeping|Individually decorated|Free WiFi|Individually furnished|Hypo-allergenic bedding available|Phone|Restaurant dining guide|DVD player|Towels provided|Slippers|Highchair|Down comforter|Bedsheets provided|Wheelchair accessible|Air conditioning|Rollaway/extra beds (surcharge)|Pay movies|Separate sitting area"
B-35228,RB-12916,"Executive, King",WHEEL CHAIR ACCESSIBLE|TOILET PAPER|24 HOUR ROOM SERVICE |WHEEL CHAIR ACCESSIBLE|AIR CONDITIONING|ACCESSIBLE BATHTUB|CLEANING PRODUCTS|DESK/WORKSPACE|IPOD DOCKING STATION|MINI BAR|SHAMPOO|24 HOUR ROOM SERVICE |AIR CONDITIONING|ACCESSIBLE BATHTUB|CLEANING PRODUCTS|DESK/WORKSPACE|IPOD DOCKING STATION|MINI BAR|SHAMPOO|SLIPPERS|TELEVISION|SLIPPERS|TOILET PAPER|TELEVISION
B-21781,RB-43206,"Deluxe Apartment, Double, City View, Balcony",Non-Smoking|Shower only|Wireless internet access|Shampoo|Iron/ironing board (on request)|Laptop-friendly workspace|Stovetop|Separate dining area|Private bathroom|Refrigerator|Private bathroom|Free toiletries|Refrigerator|Air conditioning|Free toiletries|Free WiFi|Air conditioning|Kitchenette|Free WiFi|Dishwasher|Kitchenette|Separate sitting area|Dishwasher|Microwave|Separate sitting area|Balcony|Microwave|Balcony|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Towels provided|Non-Smoking|Shower only|Wireless internet access|Shampoo|Iron/ironing board (on request)|Laptop-friendly workspace|Stovetop|Separate dining area|WiFi speed - 100+ Mbps (good for 1–2 people or up to 6 devices)|Towels provided
B-65054,RB-40189,"King Room, City View",
B-44986,RB-60765,"Suite, 1 Double or 1 King, Golf View",
B-39053,RB-00834,Run of House,
B-17300,RB-73651,"Double Room, Single Use",
B-05663,RB-73530,"Deluxe, King",
B-40564,RB-43724,Run of House,
B-13476,RB-25138,"1 Bed Room, Single Use",
B-88723,RB-32334,Run of House,
B-91113,RB-60383,Run of House,
B-09377,RB-47857,Run of House,
B-23652,RB-90004,Premier Suite,Separate bathtub and shower|Minibar|TV size: 45|Iron/ironing board|In-room dining only|Rainfall showerhead|In-room safe|Room service (24 hours)|Free bottled water|Wardrobe or closet|Free cribs/infant beds|Free wired internet|Coffee/tea maker|Memory foam mattress|Daily housekeeping|Individually decorated|Free WiFi|Individually furnished|Connecting/adjoining rooms available|Hypo-allergenic bedding available|Toothbrush and toothpaste available|Phone|Toilet paper|Shampoo|Egyptian-cotton sheets|Slippers|Location - top floor|Down comforter|Wheelchair accessible|Rollaway/extra beds (surcharge)|Wheelchair-width doorways|Premium bedding|Electric kettle|Satellite TV service|In-room climate control (air conditioning)|Bidet|Desk|Designer toiletries|Premium TV channels|Soap|Separate sitting area|Free newspaper|Television|Smoking and Non-Smoking|Turndown service|Pillow menu|Soundproofed rooms|Laptop-friendly workspace|Separate dining area|Separate bathtub and shower|Minibar|Wardrobe or closet|Free wired internet|Coffee/tea maker|Memory foam mattress|Daily housekeeping|Individually decorated|Free WiFi|Individually furnished|Hypo-allergenic bedding available|Phone|iPod docking station|Restaurant dining guide|Towels provided|Bedsheets provided|LED TV|TV size measurement: inch|Private bathroom|Bathrobes|Free toiletries|Hair dryer|TV size: 45|Iron/ironing board|In-room dining only|Rainfall showerhead|In-room safe|Room service (24 hours)|Free bottled water|Free cribs/infant beds|Wheelchair-width doorways|Premium bedding|Electric kettle|Satellite TV service|In-room climate control (air conditioning)|Bidet|Desk|Designer toiletries|Premium TV channels|Soap|Connecting/adjoining rooms available|Toothbrush and toothpaste available|Toilet paper|Shampoo|Egyptian-cotton sheets|Slippers|Location - top floor|Down comforter|Wheelchair accessible|Rollaway/extra beds (surcharge)|Separate sitting area|iPod docking station|Restaurant dining guide|Towels provided|Bedsheets provided|LED TV|TV size measurement: inch|Private bathroom|Free newspaper|Bathrobes|Television|Free toiletries|Smoking and Non-Smoking|Hair dryer|Turndown service|Pillow menu|Soundproofed rooms|Laptop-friendly workspace|Separate dining area
B-90476,RB-43487,"Junior Suite, Single Use",
B-97764,RB-62529,"Suite, City View",
B-89698,RB-38523,Superior Deluxe,Telephone|Desk|Charging points|Trash can|Wardrobe/closet|Fridge|TV|Clothes rack|Hangers|Housekeeping|Sanitizers|Smoke detector|Cushions|Dental kit|Towels|Telephone|Air conditioning|Attached washroom|Blanket|Water bottle|Toiletries|Laundry|Minibar|Safe|Shower|Smoking policy – smoking available|Desk|Charging points|Trash can|Wardrobe/closet|Fridge|Air conditioning|Attached washroom|Blanket|Water bottle|Toiletries|Laundry|Minibar|Safe|Shower|Smoking policy – smoking available|TV|Clothes rack|Hangers|Housekeeping|Sanitizers|Smoke detector|Cushions|Dental kit|Towels
B-14175,RB-98616,"Classic Studio, City View","Flat-panel TV|Desk|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Flat-panel TV|Towels provided|Bed sheets provided|Smoking|Television|Soap|Toilet paper|Dryer|Shower only|Shampoo|Wireless internet access|Washing machine|Shampoo|Electric kettle|Washing machine|Soundproofed rooms|Electric kettle|Laptop-friendly workspace|Soundproofed rooms|Private bathroom|Laptop-friendly workspace|Refrigerator|Private bathroom|Wardrobe or closet|Refrigerator|Free WiFi|Kitchenette|WiFi speed - 250+ Mbps (good for 3–5 people or up to 10 devices)|Towels provided|Bed sheets provided|Smoking|Television|Soap|Toilet paper|Dryer|Shower only|Wireless internet access|Wardrobe or closet|Free WiFi|Cookware, dishware, and utensils|Kitchenette|Desk|Cookware, dishware, and utensils"
B-13521,RB-96292,"Deluxe, 1 Bed, Single Use",
B-17405,RB-35245,"Executive, View",
B-85172,RB-79704,Run of House,
B-36792,RB-42529,"Standard Room, Queen Room",Wireless internet access|TV size measurement: inch|Free toiletries|Hair dryer|Air conditioning|Iron/ironing board|Housekeeping on request|Rollaway/extra beds (surcharge)|In-room safe|Alarm clock|Daily housekeeping|Internet access (complimentary)|Free WiFi|Free bottled water|Change of towels (on request)|Free newspaper|Desk|Balcony or patio|High-speed internet access|Room service (limited hours)|Balcony|Towels provided|Energy-saving switches|Bedsheets provided|Recycling|Non-Smoking|Television|Electric kettle|Soundproofed rooms|Change of bed sheets (on request)|Room service|Refrigerator|Minibar|Coffee/tea maker|Ceiling fan|LED light bulbs|LED TV
B-35657,RB-38531,Junior Club Suite,Soundproofed rooms|Laptop-friendly workspace|Window screens|Blackout drapes/curtains|Minibar|Wardrobe or closet|Coffee/tea maker|Daily housekeeping|Free WiFi|Phone|Wardrobe or closet|In-room safe (laptop compatible)|Coffee/tea maker|Desk|Daily housekeeping|No rollaway/extra beds|Free WiFi|No cribs (infant beds)|Phone|Restaurant dining guide|In-room safe (laptop compatible)|Towels provided|Desk|No rollaway/extra beds|No cribs (infant beds)|Restaurant dining guide|Non-Smoking|Desk chair|Turndown service|Electric kettle|Guidebooks or recommendations|Soundproofed rooms|Laptop-friendly workspace|Window screens|Blackout drapes/curtains|Minibar|Bedsheets provided|Soap|Toothbrush and toothpaste available|Toilet paper|Towels provided|Shower only|Bedsheets provided|Shampoo|Soap|Slippers|Toothbrush and toothpaste available|Private bathroom|Toilet paper|Free toiletries|Shower only|Wheelchair accessible|Shampoo|Slippers|Private bathroom|Free toiletries|Hair dryer|Air conditioning|Iron/ironing board|Room service (24 hours)|Wheelchair accessible|Flat-panel TV|Hair dryer|Cable TV service|Air conditioning|Free bottled water|Iron/ironing board|Free newspaper|Room service (24 hours)|Flat-panel TV|Cable TV service|Free bottled water|Free newspaper|Non-Smoking|Desk chair|Turndown service|Electric kettle|Guidebooks or recommendations
